10000
0.0,0.0
500.0,0.0
500.0,500.0
0.0,500.0
0.2,0.0
500.0,0.2
499.8,500.0
0.0,499.8
0.4,0.0
500.0,0.4
499.6,500.0
0.0,499.6
0.6,0.0
500.0,0.6
499.4,500.0
0.0,499.4
0.8,0.0
500.0,0.8
499.2,500.0
0.0,499.2
1.0,0.0
500.0,1.0
499.0,500.0
0.0,499.0
1.2,0.0
500.0,1.2
498.8,500.0
0.0,498.8
1.4,0.0
500.0,1.4
498.6,500.0
0.0,498.6
1.6,0.0
500.0,1.6
498.4,500.0
0.0,498.4
1.8,0.0
500.0,1.8
498.2,500.0
0.0,498.2
2.0,0.0
500.0,2.0
498.0,500.0
0.0,498.0
2.2,0.0
500.0,2.2
497.8,500.0
0.0,497.8
2.4,0.0
500.0,2.4
497.6,500.0
0.0,497.6
2.6,0.0
500.0,2.6
497.4,500.0
0.0,497.4
2.8,0.0
500.0,2.8
497.2,500.0
0.0,497.2
3.0,0.0
500.0,3.0
497.0,500.0
0.0,497.0
3.2,0.0
500.0,3.2
496.8,500.0
0.0,496.8
3.4,0.0
500.0,3.4
496.6,500.0
0.0,496.6
3.6,0.0
500.0,3.6
496.4,500.0
0.0,496.4
3.8,0.0
500.0,3.8
496.2,500.0
0.0,496.2
4.0,0.0
500.0,4.0
496.0,500.0
0.0,496.0
4.2,0.0
500.0,4.2
495.8,500.0
0.0,495.8
4.4,0.0
500.0,4.4
495.6,500.0
0.0,495.6
4.6,0.0
500.0,4.6
495.4,500.0
0.0,495.4
4.8,0.0
500.0,4.8
495.2,500.0
0.0,495.2
5.0,0.0
500.0,5.0
495.0,500.0
0.0,495.0
5.2,0.0
500.0,5.2
494.8,500.0
0.0,494.8
5.4,0.0
500.0,5.4
494.6,500.0
0.0,494.6
5.6,0.0
500.0,5.6
494.4,500.0
0.0,494.4
5.8,0.0
500.0,5.8
494.2,500.0
0.0,494.2
6.0,0.0
500.0,6.0
494.0,500.0
0.0,494.0
6.2,0.0
500.0,6.2
493.8,500.0
0.0,493.8
6.4,0.0
500.0,6.4
493.6,500.0
0.0,493.6
6.6,0.0
500.0,6.6
493.4,500.0
0.0,493.4
6.8,0.0
500.0,6.8
493.2,500.0
0.0,493.2
7.0,0.0
500.0,7.0
493.0,500.0
0.0,493.0
7.2,0.0
500.0,7.2
492.8,500.0
0.0,492.8
7.4,0.0
500.0,7.4
492.6,500.0
0.0,492.6
7.6,0.0
500.0,7.6
492.4,500.0
0.0,492.4
7.8,0.0
500.0,7.8
492.2,500.0
0.0,492.2
8.0,0.0
500.0,8.0
492.0,500.0
0.0,492.0
8.2,0.0
500.0,8.2
491.8,500.0
0.0,491.8
8.4,0.0
500.0,8.4
491.6,500.0
0.0,491.6
8.6,0.0
500.0,8.6
491.4,500.0
0.0,491.4
8.8,0.0
500.0,8.8
491.2,500.0
0.0,491.2
9.0,0.0
500.0,9.0
491.0,500.0
0.0,491.0
9.2,0.0
500.0,9.2
490.8,500.0
0.0,490.8
9.4,0.0
500.0,9.4
490.6,500.0
0.0,490.6
9.6,0.0
500.0,9.6
490.4,500.0
0.0,490.4
9.8,0.0
500.0,9.8
490.2,500.0
0.0,490.2
10.0,0.0
500.0,10.0
490.0,500.0
0.0,490.0
10.2,0.0
500.0,10.2
489.8,500.0
0.0,489.8
10.4,0.0
500.0,10.4
489.6,500.0
0.0,489.6
10.6,0.0
500.0,10.6
489.4,500.0
0.0,489.4
10.8,0.0
500.0,10.8
